,s,a,sp,r
51576,7,1,7,-2.0
51577,7,2,7,-3.0
51578,7,3,7,-3.0
51579,7,4,7,-3.0
51580,7,5,7,-3.0
51581,7,6,7,-5.0
51582,7,7,7,4.0
51583,7,8,7,-3.0
51584,7,9,7,-2.0
51585,7,10,7,-3.0
51586,7,11,7,-2.0
51587,7,12,7,-3.0
51588,7,13,7,-3.0
51589,7,14,7,-2.0
51590,7,1,7,-2.0
51591,7,2,7,-3.0
51592,7,3,7,-3.0
51593,7,4,7,-3.0
51594,7,5,7,-3.0
51595,7,6,7,-5.0
51596,7,7,7,2.0
51597,7,8,7,-3.0
51598,7,9,7,-2.0
51599,7,10,7,-3.0
51600,7,11,7,-2.0
51601,7,12,7,-3.0
51602,7,13,7,-3.0
51603,7,14,7,-2.0
51604,7,1,10,-3.0
51605,7,2,10,-1.0
51606,7,3,10,-2.0
51607,7,4,10,-2.0
51608,7,5,10,-2.0
51609,7,6,10,-5.0
51610,7,7,10,-3.0
51611,7,8,10,-3.0
51612,7,9,10,-5.0
51613,7,10,10,4.0
51614,7,11,10,-2.0
51615,7,12,10,-3.0
51616,7,13,10,-3.0
51617,7,14,10,-5.0
51618,10,1,7,-2.0
51619,10,2,7,-3.0
51620,10,3,7,-3.0
51621,10,4,7,-3.0
51622,10,5,7,-3.0
51623,10,6,7,-5.0
51624,10,7,7,2.0
51625,10,8,7,-3.0
51626,10,9,7,-2.0
51627,10,10,7,-3.0
51628,10,11,7,-2.0
51629,10,12,7,-3.0
51630,10,13,7,-3.0
51631,10,14,7,-2.0
51632,7,1,1,3.0
51633,7,2,1,-2.0
51634,7,3,1,-3.0
51635,7,4,1,-3.0
51636,7,5,1,-3.0
51637,7,6,1,-5.0
51638,7,7,1,-2.0
51639,7,8,1,-3.0
51640,7,9,1,-2.0
51641,7,10,1,-3.0
51642,7,11,1,-3.0
51643,7,12,1,-2.0
51644,7,13,1,-3.0
51645,7,14,1,0.0
51646,1,1,1,2.0
51647,1,2,1,-2.0
51648,1,3,1,-3.0
51649,1,4,1,-3.0
51650,1,5,1,-3.0
51651,1,6,1,-5.0
51652,1,7,1,-2.0
51653,1,8,1,-3.0
51654,1,9,1,-2.0
51655,1,10,1,-3.0
51656,1,11,1,-3.0
51657,1,12,1,-2.0
51658,1,13,1,-3.0
51659,1,14,1,0.0
51660,1,1,5,-3.0
51661,1,2,5,-2.0
51662,1,3,5,-3.0
51663,1,4,5,-3.0
51664,1,5,5,2.0
51665,1,6,5,-3.0
51666,1,7,5,-3.0
51667,1,8,5,-3.0
51668,1,9,5,-3.0
51669,1,10,5,-2.0
51670,1,11,5,-3.0
51671,1,12,5,-3.0
51672,1,13,5,-2.0
51673,1,14,5,-3.0
51674,5,1,3,-3.0
51675,5,2,3,0.0
51676,5,3,3,3.0
51677,5,4,3,-2.0
51678,5,5,3,-3.0
51679,5,6,3,-3.0
51680,5,7,3,-3.0
51681,5,8,3,-3.0
51682,5,9,3,-5.0
51683,5,10,3,-2.0
51684,5,11,3,-3.0
51685,5,12,3,-2.0
51686,5,13,3,-3.0
51687,5,14,3,-3.0
51688,3,1,1,2.0
51689,3,2,1,-2.0
51690,3,3,1,-3.0
51691,3,4,1,-3.0
51692,3,5,1,-3.0
51693,3,6,1,-5.0
51694,3,7,1,-2.0
51695,3,8,1,-3.0
51696,3,9,1,-2.0
51697,3,10,1,-3.0
51698,3,11,1,-3.0
51699,3,12,1,-2.0
51700,3,13,1,-3.0
51701,3,14,1,0.0
51702,1,1,5,-3.0
51703,1,2,5,-2.0
51704,1,3,5,-3.0
51705,1,4,5,-3.0
51706,1,5,5,3.0
51707,1,6,5,-3.0
51708,1,7,5,-3.0
51709,1,8,5,-3.0
51710,1,9,5,-3.0
51711,1,10,5,-2.0
51712,1,11,5,-3.0
51713,1,12,5,-3.0
51714,1,13,5,-2.0
51715,1,14,5,-3.0
51716,5,1,1,3.0
51717,5,2,1,-2.0
51718,5,3,1,-3.0
51719,5,4,1,-3.0
51720,5,5,1,-3.0
51721,5,6,1,-5.0
51722,5,7,1,-2.0
51723,5,8,1,-3.0
51724,5,9,1,-2.0
51725,5,10,1,-3.0
51726,5,11,1,-3.0
51727,5,12,1,-2.0
51728,5,13,1,-3.0
51729,5,14,1,0.0
51730,12,1,12,-2.0
51731,12,2,12,-1.0
51732,12,3,12,-2.0
51733,12,4,12,-4.0
51734,12,5,12,-3.0
51735,12,6,12,-5.0
51736,12,7,12,-3.0
51737,12,8,12,-3.0
51738,12,9,12,-3.0
51739,12,10,12,-3.0
51740,12,11,12,-3.0
51741,12,12,12,4.0
51742,12,13,12,-3.0
51743,12,14,12,-3.0
51744,12,1,1,4.0
51745,12,2,1,-2.0
51746,12,3,1,-3.0
51747,12,4,1,-3.0
51748,12,5,1,-3.0
51749,12,6,1,-5.0
51750,12,7,1,-2.0
51751,12,8,1,-3.0
51752,12,9,1,-2.0
51753,12,10,1,-3.0
51754,12,11,1,-3.0
51755,12,12,1,-2.0
51756,12,13,1,-3.0
51757,12,14,1,0.0
51758,1,1,12,-2.0
51759,1,2,12,-1.0
51760,1,3,12,-2.0
51761,1,4,12,-4.0
51762,1,5,12,-3.0
51763,1,6,12,-5.0
51764,1,7,12,-3.0
51765,1,8,12,-3.0
51766,1,9,12,-3.0
51767,1,10,12,-3.0
51768,1,11,12,-3.0
51769,1,12,12,4.0
51770,1,13,12,-3.0
51771,1,14,12,-3.0
51772,12,1,9,-2.0
51773,12,2,9,-5.0
51774,12,3,9,-5.0
51775,12,4,9,-5.0
51776,12,5,9,-3.0
51777,12,6,9,-5.0
51778,12,7,9,-2.0
51779,12,8,9,-3.0
51780,12,9,9,3.0
51781,12,10,9,-5.0
51782,12,11,9,-5.0
51783,12,12,9,-3.0
51784,12,13,9,-3.0
51785,12,14,9,-1.0
51786,9,1,1,3.0
51787,9,2,1,-2.0
51788,9,3,1,-3.0
51789,9,4,1,-3.0
51790,9,5,1,-3.0
51791,9,6,1,-5.0
51792,9,7,1,-2.0
51793,9,8,1,-3.0
51794,9,9,1,-2.0
51795,9,10,1,-3.0
51796,9,11,1,-3.0
51797,9,12,1,-2.0
51798,9,13,1,-3.0
51799,9,14,1,0.0
51800,1,1,14,0.0
51801,1,2,14,-3.0
51802,1,3,14,-3.0
51803,1,4,14,-3.0
51804,1,5,14,-3.0
51805,1,6,14,-5.0
51806,1,7,14,-2.0
51807,1,8,14,-3.0
51808,1,9,14,-1.0
51809,1,10,14,-5.0
51810,1,11,14,-3.0
51811,1,12,14,-3.0
51812,1,13,14,-3.0
51813,1,14,14,4.0
51814,14,1,1,4.0
51815,14,2,1,-2.0
51816,14,3,1,-3.0
51817,14,4,1,-3.0
51818,14,5,1,-3.0
51819,14,6,1,-5.0
51820,14,7,1,-2.0
51821,14,8,1,-3.0
51822,14,9,1,-2.0
51823,14,10,1,-3.0
51824,14,11,1,-3.0
51825,14,12,1,-2.0
51826,14,13,1,-3.0
51827,14,14,1,0.0
51828,1,1,1,4.0
51829,1,2,1,-2.0
51830,1,3,1,-3.0
51831,1,4,1,-3.0
51832,1,5,1,-3.0
51833,1,6,1,-5.0
51834,1,7,1,-2.0
51835,1,8,1,-3.0
51836,1,9,1,-2.0
51837,1,10,1,-3.0
51838,1,11,1,-3.0
51839,1,12,1,-2.0
51840,1,13,1,-3.0
51841,1,14,1,0.0
51842,1,1,14,0.0
51843,1,2,14,-3.0
51844,1,3,14,-3.0
51845,1,4,14,-3.0
51846,1,5,14,-3.0
51847,1,6,14,-5.0
51848,1,7,14,-2.0
51849,1,8,14,-3.0
51850,1,9,14,-1.0
51851,1,10,14,-5.0
51852,1,11,14,-3.0
51853,1,12,14,-3.0
51854,1,13,14,-3.0
51855,1,14,14,2.0
51856,6,1,7,-2.0
51857,6,2,7,-3.0
51858,6,3,7,-3.0
51859,6,4,7,-3.0
51860,6,5,7,-3.0
51861,6,6,7,-5.0
51862,6,7,7,5.0
51863,6,8,7,-3.0
51864,6,9,7,-2.0
51865,6,10,7,-3.0
51866,6,11,7,-2.0
51867,6,12,7,-3.0
51868,6,13,7,-3.0
51869,6,14,7,-2.0
51870,1,1,13,-3.0
51871,1,2,13,-1.0
51872,1,3,13,-3.0
51873,1,4,13,-2.0
51874,1,5,13,-2.0
51875,1,6,13,-3.0
51876,1,7,13,-3.0
51877,1,8,13,-3.0
51878,1,9,13,-3.0
51879,1,10,13,-3.0
51880,1,11,13,-3.0
51881,1,12,13,-3.0
51882,1,13,13,3.0
51883,1,14,13,-3.0
51884,13,1,7,-2.0
51885,13,2,7,-3.0
51886,13,3,7,-3.0
51887,13,4,7,-3.0
51888,13,5,7,-3.0
51889,13,6,7,-5.0
51890,13,7,7,4.0
51891,13,8,7,-3.0
51892,13,9,7,-2.0
51893,13,10,7,-3.0
51894,13,11,7,-2.0
51895,13,12,7,-3.0
51896,13,13,7,-3.0
51897,13,14,7,-2.0
51898,7,1,1,2.0
51899,7,2,1,-2.0
51900,7,3,1,-3.0
51901,7,4,1,-3.0
51902,7,5,1,-3.0
51903,7,6,1,-5.0
51904,7,7,1,-2.0
51905,7,8,1,-3.0
51906,7,9,1,-2.0
51907,7,10,1,-3.0
51908,7,11,1,-3.0
51909,7,12,1,-2.0
51910,7,13,1,-3.0
51911,7,14,1,0.0
51912,1,1,7,-2.0
51913,1,2,7,-3.0
51914,1,3,7,-3.0
51915,1,4,7,-3.0
51916,1,5,7,-3.0
51917,1,6,7,-5.0
51918,1,7,7,2.0
51919,1,8,7,-3.0
51920,1,9,7,-2.0
51921,1,10,7,-3.0
51922,1,11,7,-2.0
51923,1,12,7,-3.0
51924,1,13,7,-3.0
51925,1,14,7,-2.0
51926,7,1,1,2.0
51927,7,2,1,-2.0
51928,7,3,1,-3.0
51929,7,4,1,-3.0
51930,7,5,1,-3.0
51931,7,6,1,-5.0
51932,7,7,1,-2.0
51933,7,8,1,-3.0
51934,7,9,1,-2.0
51935,7,10,1,-3.0
51936,7,11,1,-3.0
51937,7,12,1,-2.0
51938,7,13,1,-3.0
51939,7,14,1,0.0
51940,1,1,13,-3.0
51941,1,2,13,-1.0
51942,1,3,13,-3.0
51943,1,4,13,-2.0
51944,1,5,13,-2.0
51945,1,6,13,-3.0
51946,1,7,13,-3.0
51947,1,8,13,-3.0
51948,1,9,13,-3.0
51949,1,10,13,-3.0
51950,1,11,13,-3.0
51951,1,12,13,-3.0
51952,1,13,13,4.0
51953,1,14,13,-3.0
51954,13,1,7,-2.0
51955,13,2,7,-3.0
51956,13,3,7,-3.0
51957,13,4,7,-3.0
51958,13,5,7,-3.0
51959,13,6,7,-5.0
51960,13,7,7,4.0
51961,13,8,7,-3.0
51962,13,9,7,-2.0
51963,13,10,7,-3.0
51964,13,11,7,-2.0
51965,13,12,7,-3.0
51966,13,13,7,-3.0
51967,13,14,7,-2.0
51968,7,1,5,-3.0
51969,7,2,5,-2.0
51970,7,3,5,-3.0
51971,7,4,5,-3.0
51972,7,5,5,3.0
51973,7,6,5,-3.0
51974,7,7,5,-3.0
51975,7,8,5,-3.0
51976,7,9,5,-3.0
51977,7,10,5,-2.0
51978,7,11,5,-3.0
51979,7,12,5,-3.0
51980,7,13,5,-2.0
51981,7,14,5,-3.0
51982,5,1,5,-3.0
51983,5,2,5,-2.0
51984,5,3,5,-3.0
51985,5,4,5,-3.0
51986,5,5,5,2.0
51987,5,6,5,-3.0
51988,5,7,5,-3.0
51989,5,8,5,-3.0
51990,5,9,5,-3.0
51991,5,10,5,-2.0
51992,5,11,5,-3.0
51993,5,12,5,-3.0
51994,5,13,5,-2.0
51995,5,14,5,-3.0
51996,5,1,11,-3.0
51997,5,2,11,-2.0
51998,5,3,11,-3.0
51999,5,4,11,-3.0
52000,5,5,11,-3.0
52001,5,6,11,-5.0
52002,5,7,11,-2.0
52003,5,8,11,-3.0
52004,5,9,11,-5.0
52005,5,10,11,-2.0
52006,5,11,11,4.0
52007,5,12,11,-3.0
52008,5,13,11,-3.0
52009,5,14,11,-3.0
52010,11,1,7,-2.0
52011,11,2,7,-3.0
52012,11,3,7,-3.0
52013,11,4,7,-3.0
52014,11,5,7,-3.0
52015,11,6,7,-5.0
52016,11,7,7,4.0
52017,11,8,7,-3.0
52018,11,9,7,-2.0
52019,11,10,7,-3.0
52020,11,11,7,-2.0
52021,11,12,7,-3.0
52022,11,13,7,-3.0
52023,11,14,7,-2.0
52024,7,1,7,-2.0
52025,7,2,7,-3.0
52026,7,3,7,-3.0
52027,7,4,7,-3.0
52028,7,5,7,-3.0
52029,7,6,7,-5.0
52030,7,7,7,4.0
52031,7,8,7,-3.0
52032,7,9,7,-2.0
52033,7,10,7,-3.0
52034,7,11,7,-2.0
52035,7,12,7,-3.0
52036,7,13,7,-3.0
52037,7,14,7,-2.0
52038,7,1,1,4.0
52039,7,2,1,-2.0
52040,7,3,1,-3.0
52041,7,4,1,-3.0
52042,7,5,1,-3.0
52043,7,6,1,-5.0
52044,7,7,1,-2.0
52045,7,8,1,-3.0
52046,7,9,1,-2.0
52047,7,10,1,-3.0
52048,7,11,1,-3.0
52049,7,12,1,-2.0
52050,7,13,1,-3.0
52051,7,14,1,0.0
52052,14,1,11,-3.0
52053,14,2,11,-2.0
52054,14,3,11,-3.0
52055,14,4,11,-3.0
52056,14,5,11,-3.0
52057,14,6,11,-5.0
52058,14,7,11,-2.0
52059,14,8,11,-3.0
52060,14,9,11,-5.0
52061,14,10,11,-2.0
52062,14,11,11,4.0
52063,14,12,11,-3.0
52064,14,13,11,-3.0
52065,14,14,11,-3.0
52066,7,1,8,-3.0
52067,7,2,8,-3.0
52068,7,3,8,-3.0
52069,7,4,8,-3.0
52070,7,5,8,-3.0
52071,7,6,8,-3.0
52072,7,7,8,-3.0
52073,7,8,8,4.0
52074,7,9,8,-3.0
52075,7,10,8,-3.0
52076,7,11,8,-3.0
52077,7,12,8,-3.0
52078,7,13,8,-3.0
52079,7,14,8,-3.0
52080,8,1,7,-2.0
52081,8,2,7,-3.0
52082,8,3,7,-3.0
52083,8,4,7,-3.0
52084,8,5,7,-3.0
52085,8,6,7,-5.0
52086,8,7,7,4.0
52087,8,8,7,-3.0
52088,8,9,7,-2.0
52089,8,10,7,-3.0
52090,8,11,7,-2.0
52091,8,12,7,-3.0
52092,8,13,7,-3.0
52093,8,14,7,-2.0
52094,7,1,7,-2.0
52095,7,2,7,-3.0
52096,7,3,7,-3.0
52097,7,4,7,-3.0
52098,7,5,7,-3.0
52099,7,6,7,-5.0
52100,7,7,7,4.0
52101,7,8,7,-3.0
52102,7,9,7,-2.0
52103,7,10,7,-3.0
52104,7,11,7,-2.0
52105,7,12,7,-3.0
52106,7,13,7,-3.0
52107,7,14,7,-2.0
52108,7,1,5,-3.0
52109,7,2,5,-2.0
52110,7,3,5,-3.0
52111,7,4,5,-3.0
52112,7,5,5,3.0
52113,7,6,5,-3.0
52114,7,7,5,-3.0
52115,7,8,5,-3.0
52116,7,9,5,-3.0
52117,7,10,5,-2.0
52118,7,11,5,-3.0
52119,7,12,5,-3.0
52120,7,13,5,-2.0
52121,7,14,5,-3.0
52122,5,1,5,-3.0
52123,5,2,5,-2.0
52124,5,3,5,-3.0
52125,5,4,5,-3.0
52126,5,5,5,2.0
52127,5,6,5,-3.0
52128,5,7,5,-3.0
52129,5,8,5,-3.0
52130,5,9,5,-3.0
52131,5,10,5,-2.0
52132,5,11,5,-3.0
52133,5,12,5,-3.0
52134,5,13,5,-2.0
52135,5,14,5,-3.0
52136,5,1,8,-3.0
52137,5,2,8,-3.0
52138,5,3,8,-3.0
52139,5,4,8,-3.0
52140,5,5,8,-3.0
52141,5,6,8,-3.0
52142,5,7,8,-3.0
52143,5,8,8,3.0
52144,5,9,8,-3.0
52145,5,10,8,-3.0
52146,5,11,8,-3.0
52147,5,12,8,-3.0
52148,5,13,8,-3.0
52149,5,14,8,-3.0
52150,8,1,7,-2.0
52151,8,2,7,-3.0
52152,8,3,7,-3.0
52153,8,4,7,-3.0
52154,8,5,7,-3.0
52155,8,6,7,-5.0
52156,8,7,7,4.0
52157,8,8,7,-3.0
52158,8,9,7,-2.0
52159,8,10,7,-3.0
52160,8,11,7,-2.0
52161,8,12,7,-3.0
52162,8,13,7,-3.0
52163,8,14,7,-2.0
52164,7,1,11,-3.0
52165,7,2,11,-2.0
52166,7,3,11,-3.0
52167,7,4,11,-3.0
52168,7,5,11,-3.0
52169,7,6,11,-5.0
52170,7,7,11,-2.0
52171,7,8,11,-3.0
52172,7,9,11,-5.0
52173,7,10,11,-2.0
52174,7,11,11,4.0
52175,7,12,11,-3.0
52176,7,13,11,-3.0
52177,7,14,11,-3.0
52178,11,1,7,-2.0
52179,11,2,7,-3.0
52180,11,3,7,-3.0
52181,11,4,7,-3.0
52182,11,5,7,-3.0
52183,11,6,7,-5.0
52184,11,7,7,3.0
52185,11,8,7,-3.0
52186,11,9,7,-2.0
52187,11,10,7,-3.0
52188,11,11,7,-2.0
52189,11,12,7,-3.0
52190,11,13,7,-3.0
52191,11,14,7,-2.0
52192,1,1,7,-2.0
52193,1,2,7,-3.0
52194,1,3,7,-3.0
52195,1,4,7,-3.0
52196,1,5,7,-3.0
52197,1,6,7,-5.0
52198,1,7,7,5.0
52199,1,8,7,-3.0
52200,1,9,7,-2.0
52201,1,10,7,-3.0
52202,1,11,7,-2.0
52203,1,12,7,-3.0
52204,1,13,7,-3.0
52205,1,14,7,-2.0
52206,7,1,1,2.0
52207,7,2,1,-2.0
52208,7,3,1,-3.0
52209,7,4,1,-3.0
52210,7,5,1,-3.0
52211,7,6,1,-5.0
52212,7,7,1,-2.0
52213,7,8,1,-3.0
52214,7,9,1,-2.0
52215,7,10,1,-3.0
52216,7,11,1,-3.0
52217,7,12,1,-2.0
52218,7,13,1,-3.0
52219,7,14,1,0.0
52220,1,1,3,-3.0
52221,1,2,3,0.0
52222,1,3,3,1.0
52223,1,4,3,-2.0
52224,1,5,3,-3.0
52225,1,6,3,-3.0
52226,1,7,3,-3.0
52227,1,8,3,-3.0
52228,1,9,3,-5.0
52229,1,10,3,-2.0
52230,1,11,3,-3.0
52231,1,12,3,-2.0
52232,1,13,3,-3.0
52233,1,14,3,-3.0
52234,3,1,5,-3.0
52235,3,2,5,-2.0
52236,3,3,5,-3.0
52237,3,4,5,-3.0
52238,3,5,5,4.0
52239,3,6,5,-3.0
52240,3,7,5,-3.0
52241,3,8,5,-3.0
52242,3,9,5,-3.0
52243,3,10,5,-2.0
52244,3,11,5,-3.0
52245,3,12,5,-3.0
52246,3,13,5,-2.0
52247,3,14,5,-3.0
52248,5,1,1,3.0
52249,5,2,1,-2.0
52250,5,3,1,-3.0
52251,5,4,1,-3.0
52252,5,5,1,-3.0
52253,5,6,1,-5.0
52254,5,7,1,-2.0
52255,5,8,1,-3.0
52256,5,9,1,-2.0
52257,5,10,1,-3.0
52258,5,11,1,-3.0
52259,5,12,1,-2.0
52260,5,13,1,-3.0
52261,5,14,1,0.0
52262,1,1,11,-3.0
52263,1,2,11,-2.0
52264,1,3,11,-3.0
52265,1,4,11,-3.0
52266,1,5,11,-3.0
52267,1,6,11,-5.0
52268,1,7,11,-2.0
52269,1,8,11,-3.0
52270,1,9,11,-5.0
52271,1,10,11,-2.0
52272,1,11,11,5.0
52273,1,12,11,-3.0
52274,1,13,11,-3.0
52275,1,14,11,-3.0
52276,11,1,5,-3.0
52277,11,2,5,-2.0
52278,11,3,5,-3.0
52279,11,4,5,-3.0
52280,11,5,5,1.0
52281,11,6,5,-3.0
52282,11,7,5,-3.0
52283,11,8,5,-3.0
52284,11,9,5,-3.0
52285,11,10,5,-2.0
52286,11,11,5,-3.0
52287,11,12,5,-3.0
52288,11,13,5,-2.0
52289,11,14,5,-3.0
52290,14,1,5,-3.0
52291,14,2,5,-2.0
52292,14,3,5,-3.0
52293,14,4,5,-3.0
52294,14,5,5,5.0
52295,14,6,5,-3.0
52296,14,7,5,-3.0
52297,14,8,5,-3.0
52298,14,9,5,-3.0
52299,14,10,5,-2.0
52300,14,11,5,-3.0
52301,14,12,5,-3.0
52302,14,13,5,-2.0
52303,14,14,5,-3.0
52304,5,1,1,1.0
52305,5,2,1,-2.0
52306,5,3,1,-3.0
52307,5,4,1,-3.0
52308,5,5,1,-3.0
52309,5,6,1,-5.0
52310,5,7,1,-2.0
52311,5,8,1,-3.0
52312,5,9,1,-2.0
52313,5,10,1,-3.0
52314,5,11,1,-3.0
52315,5,12,1,-2.0
52316,5,13,1,-3.0
52317,5,14,1,0.0
52318,1,1,7,-2.0
52319,1,2,7,-3.0
52320,1,3,7,-3.0
52321,1,4,7,-3.0
52322,1,5,7,-3.0
52323,1,6,7,-5.0
52324,1,7,7,1.0
52325,1,8,7,-3.0
52326,1,9,7,-2.0
52327,1,10,7,-3.0
52328,1,11,7,-2.0
52329,1,12,7,-3.0
52330,1,13,7,-3.0
52331,1,14,7,-2.0
52332,7,1,5,-3.0
52333,7,2,5,-2.0
52334,7,3,5,-3.0
52335,7,4,5,-3.0
52336,7,5,5,5.0
52337,7,6,5,-3.0
52338,7,7,5,-3.0
52339,7,8,5,-3.0
52340,7,9,5,-3.0
52341,7,10,5,-2.0
52342,7,11,5,-3.0
52343,7,12,5,-3.0
52344,7,13,5,-2.0
52345,7,14,5,-3.0
52346,8,1,8,-3.0
52347,8,2,8,-3.0
52348,8,3,8,-3.0
52349,8,4,8,-3.0
52350,8,5,8,-3.0
52351,8,6,8,-3.0
52352,8,7,8,-3.0
52353,8,8,8,5.0
52354,8,9,8,-3.0
52355,8,10,8,-3.0
52356,8,11,8,-3.0
52357,8,12,8,-3.0
52358,8,13,8,-3.0
52359,8,14,8,-3.0
52360,8,1,8,-3.0
52361,8,2,8,-3.0
52362,8,3,8,-3.0
52363,8,4,8,-3.0
52364,8,5,8,-3.0
52365,8,6,8,-3.0
52366,8,7,8,-3.0
52367,8,8,8,5.0
52368,8,9,8,-3.0
52369,8,10,8,-3.0
52370,8,11,8,-3.0
52371,8,12,8,-3.0
52372,8,13,8,-3.0
52373,8,14,8,-3.0
52374,8,1,7,-2.0
52375,8,2,7,-3.0
52376,8,3,7,-3.0
52377,8,4,7,-3.0
52378,8,5,7,-3.0
52379,8,6,7,-5.0
52380,8,7,7,1.0
52381,8,8,7,-3.0
52382,8,9,7,-2.0
52383,8,10,7,-3.0
52384,8,11,7,-2.0
52385,8,12,7,-3.0
52386,8,13,7,-3.0
52387,8,14,7,-2.0
52388,7,1,8,-3.0
52389,7,2,8,-3.0
52390,7,3,8,-3.0
52391,7,4,8,-3.0
52392,7,5,8,-3.0
52393,7,6,8,-3.0
52394,7,7,8,-3.0
52395,7,8,8,2.0
52396,7,9,8,-3.0
52397,7,10,8,-3.0
52398,7,11,8,-3.0
52399,7,12,8,-3.0
52400,7,13,8,-3.0
52401,7,14,8,-3.0
52402,8,1,11,-3.0
52403,8,2,11,-2.0
52404,8,3,11,-3.0
52405,8,4,11,-3.0
52406,8,5,11,-3.0
52407,8,6,11,-5.0
52408,8,7,11,-2.0
52409,8,8,11,-3.0
52410,8,9,11,-5.0
52411,8,10,11,-2.0
52412,8,11,11,3.0
52413,8,12,11,-3.0
52414,8,13,11,-3.0
52415,8,14,11,-3.0
52416,11,1,8,-3.0
52417,11,2,8,-3.0
52418,11,3,8,-3.0
52419,11,4,8,-3.0
52420,11,5,8,-3.0
52421,11,6,8,-3.0
52422,11,7,8,-3.0
52423,11,8,8,1.0
52424,11,9,8,-3.0
52425,11,10,8,-3.0
52426,11,11,8,-3.0
52427,11,12,8,-3.0
52428,11,13,8,-3.0
52429,11,14,8,-3.0
52430,8,1,8,-3.0
52431,8,2,8,-3.0
52432,8,3,8,-3.0
52433,8,4,8,-3.0
52434,8,5,8,-3.0
52435,8,6,8,-3.0
52436,8,7,8,-3.0
52437,8,8,8,1.0
52438,8,9,8,-3.0
52439,8,10,8,-3.0
52440,8,11,8,-3.0
52441,8,12,8,-3.0
52442,8,13,8,-3.0
52443,8,14,8,-3.0
52444,8,1,4,-3.0
52445,8,2,4,-3.0
52446,8,3,4,-2.0
52447,8,4,4,5.0
52448,8,5,4,-3.0
52449,8,6,4,-2.0
52450,8,7,4,-3.0
52451,8,8,4,-3.0
52452,8,9,4,-5.0
52453,8,10,4,-2.0
52454,8,11,4,-3.0
52455,8,12,4,-4.0
52456,8,13,4,-2.0
52457,8,14,4,-3.0
52458,4,1,4,-3.0
52459,4,2,4,-3.0
52460,4,3,4,-2.0
52461,4,4,4,3.0
52462,4,5,4,-3.0
52463,4,6,4,-2.0
52464,4,7,4,-3.0
52465,4,8,4,-3.0
52466,4,9,4,-5.0
52467,4,10,4,-2.0
52468,4,11,4,-3.0
52469,4,12,4,-4.0
52470,4,13,4,-2.0
52471,4,14,4,-3.0
52472,4,1,7,-2.0
52473,4,2,7,-3.0
52474,4,3,7,-3.0
52475,4,4,7,-3.0
52476,4,5,7,-3.0
52477,4,6,7,-5.0
52478,4,7,7,5.0
52479,4,8,7,-3.0
52480,4,9,7,-2.0
52481,4,10,7,-3.0
52482,4,11,7,-2.0
52483,4,12,7,-3.0
52484,4,13,7,-3.0
52485,4,14,7,-2.0
52486,7,1,4,-3.0
52487,7,2,4,-3.0
52488,7,3,4,-2.0
52489,7,4,4,1.0
52490,7,5,4,-3.0
52491,7,6,4,-2.0
52492,7,7,4,-3.0
52493,7,8,4,-3.0
52494,7,9,4,-5.0
52495,7,10,4,-2.0
52496,7,11,4,-3.0
52497,7,12,4,-4.0
52498,7,13,4,-2.0
52499,7,14,4,-3.0
52500,4,1,8,-3.0
52501,4,2,8,-3.0
52502,4,3,8,-3.0
52503,4,4,8,-3.0
52504,4,5,8,-3.0
52505,4,6,8,-3.0
52506,4,7,8,-3.0
52507,4,8,8,2.0
52508,4,9,8,-3.0
52509,4,10,8,-3.0
52510,4,11,8,-3.0
52511,4,12,8,-3.0
52512,4,13,8,-3.0
52513,4,14,8,-3.0
52514,6,1,7,-2.0
52515,6,2,7,-3.0
52516,6,3,7,-3.0
52517,6,4,7,-3.0
52518,6,5,7,-3.0
52519,6,6,7,-5.0
52520,6,7,7,3.0
52521,6,8,7,-3.0
52522,6,9,7,-2.0
52523,6,10,7,-3.0
52524,6,11,7,-2.0
52525,6,12,7,-3.0
52526,6,13,7,-3.0
52527,6,14,7,-2.0
52528,1,1,3,-3.0
52529,1,2,3,0.0
52530,1,3,3,5.0
52531,1,4,3,-2.0
52532,1,5,3,-3.0
52533,1,6,3,-3.0
52534,1,7,3,-3.0
52535,1,8,3,-3.0
52536,1,9,3,-5.0
52537,1,10,3,-2.0
52538,1,11,3,-3.0
52539,1,12,3,-2.0
52540,1,13,3,-3.0
52541,1,14,3,-3.0
52542,3,1,1,5.0
52543,3,2,1,-2.0
52544,3,3,1,-3.0
52545,3,4,1,-3.0
52546,3,5,1,-3.0
52547,3,6,1,-5.0
52548,3,7,1,-2.0
52549,3,8,1,-3.0
52550,3,9,1,-2.0
52551,3,10,1,-3.0
52552,3,11,1,-3.0
52553,3,12,1,-2.0
52554,3,13,1,-3.0
52555,3,14,1,0.0
52556,1,1,7,-2.0
52557,1,2,7,-3.0
52558,1,3,7,-3.0
52559,1,4,7,-3.0
52560,1,5,7,-3.0
52561,1,6,7,-5.0
52562,1,7,7,4.0
52563,1,8,7,-3.0
52564,1,9,7,-2.0
52565,1,10,7,-3.0
52566,1,11,7,-2.0
52567,1,12,7,-3.0
52568,1,13,7,-3.0
52569,1,14,7,-2.0
52570,7,1,5,-3.0
52571,7,2,5,-2.0
52572,7,3,5,-3.0
52573,7,4,5,-3.0
52574,7,5,5,4.0
52575,7,6,5,-3.0
52576,7,7,5,-3.0
52577,7,8,5,-3.0
52578,7,9,5,-3.0
52579,7,10,5,-2.0
52580,7,11,5,-3.0
